ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11
0.112822750221568,0.006405806362047999,0.0049844098746879995,0.005137538972848001,0.003746695379632,0.004933725548991999,0.010976852211712,0.003744528900352,0.003790962722752,0.006405806362047999,0.011766117141807999,0.003749790423472
