l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
2.0,6.0,6.0,13.0,0.0,0.0,0.0,26.0
1.0,6.0,2.0,13.0,0.0,0.0,1.0,11.0
6.0,7.0,8.0,13.0,0.0,0.0,2.0,25.0
2.0,4.0,6.0,6.0,1.0,1.0,3.0,2.0
6.0,4.0,9.0,11.0,1.0,1.0,4.0,0.0
6.0,4.0,9.0,11.0,1.0,1.0,5.0,0.0
7.0,5.0,8.0,7.0,2.0,2.0,6.0,3.0
8.0,5.0,9.0,14.0,2.0,2.0,7.0,7.0
6.0,13.0,8.0,14.0,2.0,2.0,8.0,2.0
6.0,6.0,7.0,7.0,2.0,2.0,9.0,9.0
2.0,13.0,6.0,15.0,3.0,3.0,10.0,0.0
1.0,13.0,2.0,15.0,3.0,3.0,11.0,4.0
6.0,14.0,8.0,15.0,3.0,3.0,12.0,3.0
7.0,6.0,8.0,7.0,4.0,4.0,13.0,4.0
2.0,13.0,4.0,14.0,5.0,5.0,14.0,12.0
1.0,4.0,2.0,11.0,6.0,6.0,15.0,1.0
6.0,4.0,7.0,6.0,6.0,6.0,16.0,1.0
7.0,4.0,8.0,5.0,6.0,6.0,17.0,1.0
7.0,4.0,8.0,5.0,6.0,6.0,18.0,0.0
2.0,14.0,3.0,15.0,10.0,10.0,19.0,1.0
4.0,13.0,5.0,14.0,10.0,10.0,20.0,10.0
1.0,5.0,2.0,6.0,10.0,10.0,21.0,0.0
7.0,13.0,8.0,14.0,11.0,11.0,22.0,8.0
1.0,13.0,2.0,14.0,12.0,12.0,23.0,3.0
5.0,13.0,7.0,14.0,15.0,15.0,24.0,8.0
9.0,7.0,10.0,12.0,17.0,17.0,25.0,0.0
8.0,14.0,9.0,15.0,17.0,17.0,26.0,3.0
8.0,15.0,9.0,16.0,18.0,18.0,27.0,1.0
5.0,14.0,6.0,15.0,19.0,19.0,28.0,2.0
3.0,14.0,5.0,15.0,20.0,20.0,29.0,1.0
5.0,13.0,6.0,14.0,21.0,21.0,30.0,0.0
