ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22
0.098897543513008,0.084450239901232,0.06317762145280001,0.106602440304688,0.098897543513008,0.100277474025472,0.100277474025472,0.11244654523283201,0.1126777590592,0.104830807351552,0.098897543513008,0.11084267414276801,0.109483015766272,0.112811553773872,0.1126777590592,0.113938434350512,0.10855870025516799,0.108007698208192,0.11364486155468799,0.113857127653552,0.10893674751999999,0.10893674751999999,0.11288087123819202
