ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14
0.1349050395148,0.015601247008432,0.015134560165888001,0.010598342244352,0.010598342244352,0.005217787108528,0.009337129676800001,0.006223451987391999,0.015601247008432,0.008943542291392001,0.009376103680000001,0.0060950897152000005,0.009862045582768,0.0090711403072,0.0090711403072
