l_l_m,l_l_n,u_r_m,u_r_n,n,u
-0.0,5.0,1.0,14.0,6.0,6.0
2.0,13.0,4.0,14.0,6.0,6.0
1.0,14.0,3.0,15.0,6.0,6.0
1.0,4.0,2.0,5.0,6.0,6.0
