ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12
0.0491649992908,0.025929458446768,0.052070277281200006,0.027200298213808,0.008644505494192,0.008644505494192,0.0168794985328,0.006978148145152,0.006978148145152,0.007609300017712,0.004694064986032,0.004726531546288,0.005316293781808
