ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20
0.16666666666666663,0.5416666666666667,1.0,1.0,1.0,1.0,0.35,0.4285714285714286,1.0,1.0,0.5,0.4444444444444444,1.0,1.0,0.25,0.125,0.75,1.0,1.0,1.0,1.0
