l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
2.0,6.0,8.0,13.0,0.0,0.0,0.0,3.0
1.0,0.0,7.0,4.0,2.0,2.0,2.0,2.0
7.0,0.0,8.0,3.0,2.0,2.0,3.0,2.0
7.0,0.0,8.0,2.0,4.0,4.0,9.0,0.0
7.0,3.0,8.0,4.0,5.0,5.0,10.0,1.0
7.0,5.0,9.0,6.0,6.0,6.0,11.0,2.0
8.0,6.0,10.0,16.0,6.0,6.0,15.0,2.0
7.0,6.0,8.0,13.0,6.0,6.0,16.0,9.0
8.0,0.0,9.0,5.0,7.0,7.0,18.0,0.0
9.0,0.0,10.0,6.0,7.0,7.0,19.0,0.0
5.0,6.0,6.0,8.0,7.0,7.0,21.0,0.0
6.0,4.0,7.0,13.0,7.0,7.0,22.0,0.0
7.0,4.0,8.0,5.0,7.0,7.0,23.0,0.0
7.0,4.0,8.0,5.0,7.0,7.0,24.0,0.0
1.0,6.0,5.0,7.0,9.0,9.0,35.0,5.0
3.0,7.0,7.0,9.0,9.0,9.0,37.0,5.0
2.0,5.0,6.0,6.0,10.0,10.0,39.0,0.0
5.0,6.0,7.0,7.0,10.0,10.0,41.0,2.0
5.0,5.0,7.0,6.0,11.0,11.0,42.0,0.0
8.0,4.0,9.0,5.0,11.0,11.0,44.0,0.0
5.0,6.0,6.0,7.0,14.0,14.0,49.0,0.0
