ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7
0.016145199785392,0.0803129146828,0.009843783929008,0.010935396836799999,0.0038175935488,0.0038175935488,0.010922568191152,0.0133514190988
