ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18
0.131815872184768,0.0122465008492,0.005202109194928,0.060564539346352,0.008718145371951999,0.0097486063468,0.0097486063468,0.012190340588992,0.010266450623152,0.008435136110848,0.008435136110848,0.005734480000048,0.008231600723199999,0.004315460468992,0.009597842219968,0.003701826953152,0.003776411367088,0.007115137104832001,0.003699042615088
