l_l_m,l_l_n,u_r_m,u_r_n,n,u
1.0,7.0,2.0,14.0,2.0,2.0
2.0,13.0,7.0,14.0,2.0,2.0
3.0,7.0,4.0,13.0,2.0,2.0
