l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,5.0,3.0,13.0,0.0,0.0,0.0,3.0
3.0,5.0,5.0,12.0,0.0,0.0,1.0,1.0
5.0,6.0,8.0,12.0,0.0,0.0,2.0,20.0
3.0,7.0,5.0,13.0,1.0,1.0,3.0,18.0
2.0,2.0,3.0,9.0,2.0,2.0,6.0,1.0
3.0,6.0,5.0,7.0,4.0,4.0,11.0,9.0
3.0,5.0,5.0,6.0,5.0,5.0,15.0,2.0
2.0,11.0,3.0,13.0,6.0,6.0,17.0,12.0
2.0,10.0,3.0,11.0,7.0,7.0,20.0,11.0
2.0,7.0,3.0,8.0,7.0,7.0,21.0,9.0
1.0,4.0,2.0,13.0,8.0,8.0,23.0,6.0
2.0,4.0,3.0,7.0,8.0,8.0,24.0,1.0
2.0,8.0,3.0,10.0,8.0,8.0,25.0,10.0
2.0,6.0,3.0,7.0,11.0,11.0,32.0,5.0
2.0,5.0,3.0,6.0,14.0,14.0,35.0,0.0
