l_l_m,l_l_n,u_r_m,u_r_n,n,u
-0.0,12.0,1.0,16.0,10.0,10.0
1.0,14.0,2.0,17.0,10.0,10.0
5.0,12.0,7.0,13.0,10.0,10.0
5.0,8.0,6.0,9.0,10.0,10.0
