l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
3.0,6.0,8.0,7.0,0.0,0.0,0.0,24.0
8.0,7.0,9.0,12.0,0.0,0.0,1.0,2.0
2.0,7.0,8.0,13.0,0.0,0.0,2.0,26.0
2.0,2.0,3.0,7.0,1.0,1.0,3.0,1.0
3.0,2.0,8.0,6.0,1.0,1.0,4.0,18.0
3.0,2.0,8.0,6.0,1.0,1.0,5.0,0.0
6.0,0.0,8.0,2.0,2.0,2.0,6.0,1.0
3.0,6.0,8.0,7.0,2.0,2.0,7.0,0.0
2.0,1.0,3.0,7.0,2.0,2.0,8.0,3.0
3.0,1.0,6.0,2.0,2.0,2.0,9.0,3.0
3.0,1.0,6.0,2.0,2.0,2.0,10.0,0.0
8.0,2.0,9.0,6.0,2.0,2.0,11.0,1.0
2.0,4.0,3.0,7.0,3.0,3.0,12.0,2.0
1.0,2.0,2.0,13.0,4.0,4.0,13.0,2.0
-0.0,3.0,1.0,12.0,4.0,4.0,14.0,0.0
1.0,1.0,2.0,2.0,5.0,5.0,15.0,2.0
6.0,1.0,8.0,2.0,6.0,6.0,16.0,0.0
2.0,0.0,6.0,1.0,8.0,8.0,17.0,0.0
1.0,0.0,2.0,1.0,8.0,8.0,18.0,0.0
1.0,2.0,2.0,6.0,8.0,8.0,19.0,2.0
1.0,7.0,2.0,15.0,9.0,9.0,20.0,4.0
2.0,13.0,3.0,15.0,9.0,9.0,21.0,1.0
3.0,13.0,8.0,14.0,9.0,9.0,22.0,2.0
3.0,13.0,8.0,14.0,9.0,9.0,23.0,0.0
9.0,0.0,10.0,3.0,10.0,10.0,24.0,0.0
9.0,3.0,10.0,17.0,10.0,10.0,25.0,0.0
9.0,17.0,10.0,20.0,10.0,10.0,26.0,0.0
6.0,14.0,7.0,15.0,10.0,10.0,27.0,0.0
7.0,14.0,8.0,19.0,10.0,10.0,28.0,0.0
8.0,12.0,9.0,20.0,10.0,10.0,29.0,0.0
8.0,6.0,9.0,7.0,10.0,10.0,30.0,1.0
1.0,5.0,2.0,7.0,11.0,11.0,31.0,3.0
2.0,3.0,3.0,4.0,11.0,11.0,32.0,2.0
2.0,6.0,3.0,7.0,12.0,12.0,33.0,15.0
2.0,5.0,3.0,6.0,13.0,13.0,34.0,9.0
1.0,6.0,2.0,10.0,15.0,15.0,35.0,9.0
2.0,1.0,3.0,3.0,15.0,15.0,36.0,1.0
2.0,4.0,3.0,5.0,15.0,15.0,37.0,2.0
1.0,10.0,2.0,13.0,18.0,18.0,38.0,6.0
8.0,12.0,9.0,13.0,21.0,21.0,39.0,0.0
2.0,13.0,6.0,14.0,22.0,22.0,40.0,0.0
1.0,13.0,2.0,14.0,22.0,22.0,41.0,2.0
1.0,14.0,2.0,15.0,24.0,24.0,42.0,0.0
1.0,5.0,2.0,6.0,25.0,25.0,43.0,3.0
