ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24
0.008059895184832,0.005496586685872,0.017520194997808,0.015146453925808002,0.035225256133888,0.055365767916208,0.009987994257712,0.008112281050671999,0.017504288230191997,0.008133499034799999,0.005585266923568,0.010013787187648001,0.01036268323,0.01036268323,0.0049609420902880005,0.005384105789488,0.008456733670192,0.004597968838192,0.006184232640448,0.0038011807725280003,0.0047365231372,0.004055075634112,0.0068928497912319996,0.004101949805488,0.0051807906988
