ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7
0.017996860111408,0.117595179704752,0.106903305945088,0.120805609780528,0.114846999894448,0.12142637343620802,0.12142637343620802,0.121828058400688
