ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10
0.6190476190476191,0.4285714285714286,1.0,0.7142857142857143,0.4,0.25,0.75,1.0,1.0,0.25,1.0
