l_l_m,l_l_n,u_r_m,u_r_n,n,u
1.0,0.0,3.0,2.0,26.0,26.0
3.0,0.0,4.0,3.0,26.0,26.0
4.0,1.0,7.0,3.0,26.0,26.0
