l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
2.0,5.0,8.0,6.0,3.0,3.0,9.0,9.0
2.0,4.0,6.0,5.0,4.0,4.0,11.0,8.0
2.0,4.0,6.0,5.0,4.0,4.0,12.0,0.0
2.0,1.0,6.0,4.0,5.0,5.0,13.0,0.0
6.0,1.0,7.0,5.0,5.0,5.0,15.0,3.0
7.0,2.0,8.0,5.0,5.0,5.0,16.0,1.0
2.0,4.0,3.0,5.0,6.0,6.0,20.0,2.0
2.0,3.0,6.0,4.0,8.0,8.0,22.0,4.0
7.0,4.0,8.0,5.0,10.0,10.0,26.0,5.0
7.0,3.0,8.0,4.0,11.0,11.0,28.0,3.0
6.0,4.0,7.0,5.0,13.0,13.0,30.0,3.0
2.0,3.0,3.0,4.0,13.0,13.0,31.0,0.0
5.0,5.0,8.0,6.0,16.0,16.0,34.0,2.0
6.0,3.0,7.0,4.0,16.0,16.0,35.0,2.0
2.0,2.0,3.0,3.0,16.0,16.0,36.0,1.0
2.0,0.0,3.0,2.0,19.0,19.0,38.0,0.0
3.0,0.0,8.0,3.0,19.0,19.0,39.0,0.0
3.0,0.0,8.0,3.0,19.0,19.0,40.0,0.0
7.0,1.0,8.0,3.0,21.0,21.0,42.0,0.0
8.0,1.0,9.0,7.0,21.0,21.0,43.0,0.0
5.0,3.0,6.0,4.0,21.0,21.0,45.0,0.0
