ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23
0.11278116533651197,0.1162678377472,0.1028887202032,0.11152703478788799,0.11152703478788799,0.11249820793412799,0.10307379879116799,0.113380922097088,0.114734365813168,0.114734365813168,0.084874964607232,0.11448134636920002,0.1162678377472,0.117591393764608,0.116768688001072,0.116247366743488,0.10924667786060802,0.11674818649643201,0.117487026661552,0.113097982640128,0.116671586652592,0.117369719700928,0.11658260167475201,0.11219686808516802
