l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,5.0,7.0,12.0,0.0,0.0,0.0,26.0
7.0,6.0,8.0,12.0,0.0,0.0,1.0,4.0
1.0,12.0,5.0,14.0,1.0,1.0,2.0,2.0
5.0,12.0,8.0,13.0,1.0,1.0,3.0,19.0
5.0,12.0,8.0,13.0,1.0,1.0,4.0,0.0
5.0,13.0,8.0,14.0,2.0,2.0,5.0,6.0
2.0,14.0,8.0,15.0,3.0,3.0,6.0,3.0
1.0,12.0,3.0,14.0,4.0,4.0,7.0,9.0
3.0,12.0,5.0,13.0,4.0,4.0,8.0,18.0
3.0,12.0,5.0,13.0,4.0,4.0,9.0,0.0
2.0,15.0,8.0,17.0,6.0,6.0,13.0,2.0
3.0,13.0,5.0,14.0,6.0,6.0,14.0,10.0
7.0,10.0,8.0,12.0,6.0,6.0,15.0,19.0
5.0,13.0,6.0,14.0,7.0,7.0,17.0,7.0
2.0,12.0,3.0,13.0,11.0,11.0,22.0,9.0
8.0,0.0,10.0,12.0,13.0,13.0,24.0,1.0
8.0,12.0,9.0,15.0,14.0,14.0,28.0,0.0
1.0,17.0,3.0,18.0,15.0,15.0,30.0,0.0
6.0,13.0,7.0,14.0,16.0,16.0,31.0,5.0
2.0,13.0,3.0,15.0,18.0,18.0,32.0,2.0
3.0,14.0,4.0,15.0,18.0,18.0,33.0,1.0
7.0,13.0,8.0,14.0,18.0,18.0,34.0,2.0
2.0,13.0,3.0,14.0,19.0,19.0,36.0,2.0
4.0,14.0,7.0,15.0,24.0,24.0,40.0,0.0
