l_l_m,l_l_n,u_r_m,u_r_n,n,u
8.0,15.0,9.0,19.0,27.0,27.0
3.0,17.0,7.0,18.0,27.0,27.0
7.0,17.0,8.0,19.0,27.0,27.0
7.0,17.0,8.0,19.0,27.0,27.0
7.0,14.0,8.0,15.0,27.0,27.0
8.0,11.0,9.0,12.0,27.0,27.0
