ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26,ct_27,ct_28
0.10912119388000001,0.013251220338112,0.005471441682352,0.013189263130672002,0.026559543519232,0.004744017410992,0.008096209325872,0.011432115345328,0.0092446162828,0.005641277764912,0.019730755617712,0.004444634637232,0.004584871168432,0.003918600981952,0.005237544355072,0.023825293540288,0.005213083507648,0.009426788484352,0.009426788484352,0.004393881014272,0.004165618452928,0.0039443322634719995,0.0051682522732,0.0039772025548,0.004343461508032,0.010901847770368001,0.005244444518848,0.0052711081715679994,0.004634463240448
