ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26,ct_27,ct_28
0.1436504025328,0.170520177691312,0.185618365807552,0.170634829031872,0.178472743,0.187107617473792,0.18035970972467202,0.188814863087152,0.17811341399680003,0.185272695858112,0.15897323074451203,0.187724689868032,0.187435338039232,0.188814863087152,0.18609567587627202,0.15209608195268798,0.186145677011248,0.17776003270955198,0.17776003270955198,0.18782954269547197,0.188301986481328,0.188761359182272,0.1862373594112,0.1886930375488,0.187933774998832,0.174927752705968,0.186081573942448,0.18875684707691198,0.187333142224048
