ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24
0.0883501903852,0.08849288347,0.091008229970608,0.09432096168371201,0.09903785609420801,0.092405994772912,0.082894396014592,0.10123622069171198,0.098711411365888,0.098711411365888,0.09930539620787199,0.103656121237168,0.104013820019248,0.103025192016832,0.105148726009648,0.105148726009648,0.100806772922368,0.0966072585328,0.09763208296043199,0.098935293927472,0.10184340670259201,0.10216085632,0.0902777249392,0.10499883218411199,0.10493275593932799
