l_l_m,l_l_n,u_r_m,u_r_n,tile_ind
1.0,10.0,2.0,20.0,0.0
2.0,10.0,3.0,19.0,1.0
3.0,11.0,4.0,19.0,2.0
4.0,11.0,5.0,18.0,3.0
5.0,12.0,7.0,18.0,4.0
