ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8
0.10564628258348799,0.06897980607236799,0.09851418601720001,0.095845374042928,0.120497827941808,0.13362394820920004,0.12237606220868799,0.13290202617164798,0.13030647315251198
