ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18
0.2857142857142857,0.25,0.5,0.4285714285714286,0.4,0.6666666666666667,1.0,0.25,1.0,0.19999999999999996,1.0,0.3571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,1.0
