ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10
0.11495430587204801,0.044989448535088,0.12207948487475201,0.12021212089067201,0.130556110313392,0.130556110313392,0.102569487566848,0.1087734691312,0.130632438052528,0.12991245117956798,0.12653804790059198
