ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26,ct_27
0.038445528213952,0.128094190743472,0.145665199358512,0.1434151743532,0.15067024166291199,0.13432346673280002,0.150160834004992,0.142295578297792,0.126420417105712,0.147789542657968,0.140758582800832,0.132398590676992,0.1434151743532,0.14865293720723202,0.11233153172320001,0.131453970519472,0.15201775907051202,0.134909582189488,0.13305737194244802,0.152176200471808,0.149260603046848,0.14969748881003198,0.150486970089472,0.14595554107283198,0.15127918026999998,0.150443233667008,0.141819959339008,0.15067024166291199
