l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
3.0,6.0,4.0,13.0,0.0,0.0,0.0,4.0
4.0,6.0,8.0,13.0,0.0,0.0,1.0,26.0
2.0,7.0,3.0,13.0,0.0,0.0,3.0,3.0
1.0,6.0,2.0,13.0,1.0,1.0,4.0,7.0
2.0,6.0,3.0,7.0,1.0,1.0,5.0,17.0
2.0,6.0,3.0,7.0,1.0,1.0,6.0,0.0
3.0,8.0,4.0,13.0,2.0,2.0,7.0,19.0
1.0,13.0,5.0,15.0,2.0,2.0,9.0,0.0
2.0,7.0,3.0,11.0,3.0,3.0,11.0,21.0
7.0,6.0,8.0,14.0,4.0,4.0,18.0,0.0
2.0,11.0,3.0,12.0,6.0,6.0,25.0,19.0
1.0,13.0,3.0,16.0,7.0,7.0,27.0,1.0
2.0,12.0,3.0,13.0,7.0,7.0,28.0,16.0
3.0,13.0,4.0,15.0,7.0,7.0,29.0,5.0
3.0,7.0,4.0,8.0,7.0,7.0,31.0,18.0
3.0,6.0,4.0,7.0,8.0,8.0,32.0,9.0
1.0,13.0,3.0,14.0,9.0,9.0,33.0,8.0
1.0,8.0,2.0,12.0,11.0,11.0,35.0,9.0
1.0,12.0,2.0,13.0,15.0,15.0,42.0,8.0
1.0,6.0,2.0,8.0,16.0,16.0,43.0,5.0
1.0,8.0,2.0,9.0,19.0,19.0,47.0,1.0
3.0,13.0,4.0,14.0,20.0,20.0,49.0,3.0
1.0,7.0,2.0,8.0,20.0,20.0,50.0,3.0
1.0,9.0,2.0,10.0,27.0,27.0,56.0,0.0
