ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14
0.029822093052352,0.1192819501168,0.115841974952752,0.106474854953392,0.11852889187076798,0.127051749817792,0.121220239348672,0.1274265236032,0.128674324142512,0.1192819501168,0.1274265236032,0.127676405271472,0.128482888406272,0.1284237480688,0.12724687235204798
