l_l_m,l_l_n,u_r_m,u_r_n,n,u
2.0,18.0,5.0,19.0,26.0,26.0
1.0,19.0,7.0,20.0,26.0,26.0
7.0,19.0,8.0,20.0,26.0,26.0
1.0,4.0,2.0,5.0,26.0,26.0
7.0,0.0,8.0,1.0,26.0,26.0
