l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,4.0,2.0,13.0,0.0,0.0,0.0,8.0
2.0,4.0,3.0,12.0,0.0,0.0,1.0,10.0
3.0,5.0,6.0,12.0,0.0,0.0,2.0,12.0
6.0,5.0,7.0,11.0,0.0,0.0,3.0,1.0
6.0,7.0,7.0,13.0,1.0,1.0,5.0,2.0
2.0,12.0,6.0,13.0,1.0,1.0,7.0,2.0
2.0,12.0,4.0,13.0,4.0,4.0,12.0,0.0
1.0,13.0,2.0,14.0,4.0,4.0,13.0,1.0
6.0,8.0,7.0,9.0,6.0,6.0,23.0,4.0
6.0,9.0,7.0,11.0,7.0,7.0,24.0,3.0
2.0,13.0,5.0,14.0,9.0,9.0,29.0,0.0
6.0,11.0,7.0,13.0,9.0,9.0,30.0,2.0
1.0,6.0,2.0,13.0,12.0,12.0,35.0,0.0
2.0,6.0,3.0,12.0,12.0,12.0,36.0,0.0
2.0,6.0,3.0,12.0,12.0,12.0,37.0,0.0
