l_l_m,l_l_n,u_r_m,u_r_n,n,u
1.0,14.0,2.0,16.0,13.0,13.0
2.0,14.0,4.0,15.0,13.0,13.0
2.0,14.0,4.0,15.0,13.0,13.0
5.0,13.0,7.0,14.0,13.0,13.0
