l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,6.0,3.0,14.0,0.0,0.0,0.0,12.0
3.0,6.0,6.0,13.0,0.0,0.0,1.0,18.0
6.0,7.0,8.0,13.0,0.0,0.0,2.0,18.0
8.0,0.0,9.0,11.0,1.0,1.0,8.0,2.0
8.0,11.0,9.0,12.0,2.0,2.0,13.0,5.0
8.0,12.0,9.0,18.0,3.0,3.0,15.0,1.0
2.0,14.0,3.0,17.0,3.0,3.0,16.0,3.0
3.0,13.0,7.0,17.0,3.0,3.0,17.0,1.0
7.0,13.0,8.0,18.0,3.0,3.0,18.0,2.0
7.0,13.0,8.0,18.0,3.0,3.0,19.0,0.0
8.0,10.0,9.0,11.0,3.0,3.0,20.0,4.0
3.0,13.0,4.0,14.0,10.0,10.0,32.0,3.0
8.0,5.0,9.0,10.0,11.0,11.0,33.0,3.0
8.0,12.0,9.0,13.0,11.0,11.0,34.0,1.0
1.0,6.0,3.0,13.0,12.0,12.0,35.0,1.0
4.0,13.0,7.0,16.0,13.0,13.0,36.0,1.0
3.0,14.0,4.0,16.0,13.0,13.0,37.0,0.0
7.0,13.0,8.0,15.0,15.0,15.0,38.0,2.0
3.0,14.0,4.0,15.0,15.0,15.0,39.0,1.0
7.0,15.0,8.0,17.0,17.0,17.0,48.0,0.0
6.0,13.0,7.0,14.0,17.0,17.0,49.0,1.0
4.0,13.0,6.0,15.0,18.0,18.0,50.0,0.0
6.0,14.0,7.0,15.0,18.0,18.0,51.0,0.0
1.0,14.0,3.0,15.0,18.0,18.0,52.0,0.0
2.0,8.0,3.0,10.0,19.0,19.0,53.0,0.0
