ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24
0.146196973306672,0.09954249999999999,0.12204606041079999,0.154178316624688,0.156375454449328,0.14288425468,0.15442710563679998,0.112599426473008,0.146677938001072,0.146677938001072,0.1567311754048,0.15379379500364798,0.156589570465792,0.15585352141235198,0.14852469140684801,0.125887127526448,0.14989869819520002,0.150443824668208,0.15387126656300798,0.155310712605232,0.15620220308780802,0.140838748101808,0.15618542132319999,0.156789391388848,0.15682420483
