l_l_m,l_l_n,u_r_m,u_r_n,n,u
2.0,10.0,3.0,14.0,20.0,20.0
4.0,15.0,7.0,16.0,20.0,20.0
8.0,13.0,9.0,16.0,20.0,20.0
8.0,9.0,9.0,10.0,20.0,20.0
