ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14
0.045940841855152,0.12252197670020798,0.12701562769643202,0.126999512850688,0.1269928448512,0.12476827591475198,0.11180862292292801,0.11753028373163202,0.12494170667564801,0.116438118629632,0.11891417185988802,0.124840068125632,0.121425826499008,0.12699173353004797,0.127038411994048
