ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19
0.024021206351871997,0.055594274080767996,0.029022801009712,0.029479431586048,0.012117601575088,0.006622724496831999,0.010045790973952,0.0038910162208480002,0.008439648713152,0.0064340082135520005,0.005311272273712,0.005311272273712,0.004977525487552,0.003738958148032,0.004020320761792,0.00441380608,0.0039027931468,0.004226215008688,0.0037463858799999996,0.006949496254912001
