ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11
0.1152780425728,0.007183053593008,0.009568232172592001,0.011523630104512001,0.004337238450112,0.0058170397297120004,0.004631031639088,0.008574137438128,0.0054475590508,0.007765612351792,0.008866853774512,0.008866853774512
