ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26,ct_27
0.10493223570923202,0.093787006375168,0.08298073120580801,0.100021361673472,0.121540702271488,0.108735558290368,0.125345787908272,0.11910154261292799,0.12661908036740802,0.121450986504448,0.127598472477232,0.129739395956992,0.129739395956992,0.125657870621488,0.127708696675888,0.123230474256688,0.129761793279232,0.127658590568368,0.125345787908272,0.129603921638848,0.1288005151948,0.125257303848112,0.121675319493568,0.121675319493568,0.12517215883,0.12951549876659202,0.127774958828992,0.127922561365552
