l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
3.0,6.0,4.0,13.0,0.0,0.0,0.0,11.0
4.0,6.0,8.0,13.0,0.0,0.0,1.0,18.0
2.0,7.0,3.0,13.0,0.0,0.0,3.0,15.0
1.0,6.0,2.0,13.0,1.0,1.0,4.0,1.0
2.0,6.0,3.0,7.0,1.0,1.0,5.0,11.0
2.0,6.0,3.0,7.0,1.0,1.0,6.0,0.0
2.0,6.0,4.0,13.0,3.0,3.0,7.0,1.0
7.0,6.0,8.0,13.0,4.0,4.0,13.0,0.0
6.0,5.0,7.0,6.0,4.0,4.0,14.0,2.0
7.0,3.0,8.0,6.0,4.0,4.0,15.0,0.0
1.0,8.0,2.0,11.0,5.0,5.0,19.0,9.0
1.0,5.0,2.0,8.0,6.0,6.0,20.0,2.0
2.0,5.0,6.0,6.0,6.0,6.0,21.0,1.0
2.0,5.0,6.0,6.0,6.0,6.0,22.0,0.0
1.0,6.0,2.0,8.0,7.0,7.0,27.0,5.0
3.0,7.0,4.0,13.0,8.0,8.0,28.0,3.0
1.0,4.0,7.0,5.0,10.0,10.0,29.0,0.0
2.0,5.0,3.0,6.0,12.0,12.0,31.0,0.0
