ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14
0.023228283654591998,0.059817948361648,0.030914090325952,0.034717937079472,0.010834447913008,0.003708014621632,0.0078444871468,0.013766774584768,0.013766774584768,0.007847053058608,0.014857904738608,0.0037101803872479997,0.003699042615088,0.006239902763967999,0.007337845362688
