ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15
0.026546306507007997,0.107125344636928,0.115576824447232,0.12087768351659202,0.12087768351659202,0.12396850635155202,0.12156915358643199,0.12156915358643199,0.12485884695884798,0.12339324704363201,0.11837544392319999,0.123332198377408,0.12485884695884798,0.1240158902848,0.12412390545203199,0.124765514967472
