ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10
0.171989326304512,0.169070692737472,0.1471460045632,0.151225291681792,0.14274105937028803,0.10127734782899199,0.164018057242048,0.147172968866752,0.163977764558848,0.168896554669312,0.171989326304512
