ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26,ct_27,ct_28,ct_29,ct_30,ct_31
0.131526547341568,0.13507826812,0.1173118920748,0.13004411798348803,0.13004411798348803,0.13507826812,0.13154399042603201,0.124683800710192,0.135724180852672,0.135724180852672,0.13507826812,0.136234419679168,0.13560355617683198,0.13161489667,0.11369724707680001,0.11369724707680001,0.136981664597248,0.136113061218352,0.13547330239480002,0.133914923757232,0.124289299071232,0.13569459007379198,0.124289299071232,0.13569459007379198,0.135208384392112,0.135370382774272,0.136997081423152,0.136850932399408,0.13670084608000002,0.135687761764288,0.12753446892179202,0.136929708822832
