l_l_m,l_l_n,u_r_m,u_r_n,n,u
1.0,3.0,3.0,6.0,13.0,13.0
-0.0,6.0,1.0,10.0,13.0,13.0
4.0,4.0,5.0,5.0,13.0,13.0
