ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26,ct_27,ct_28,ct_29,ct_30
0.026267853860799998,0.0322927335232,0.051612631168048005,0.02123903248,0.007952945105968,0.016174646510128,0.014082614252800002,0.021084339484671998,0.012905643113008002,0.005313783000112,0.013774846293952,0.012905643113008002,0.003651410341168,0.004873371969327999,0.005632779977152,0.003647081150512,0.0068266908551680005,0.005931523930048,0.004839925561792,0.005989597968832,0.007966107961792,0.005308761602608,0.003816974154688,0.0036940928535520003,0.00659860252,0.00659860252,0.005023533648688,0.003663780390448,0.0036396600748,0.004261034038192,0.0076954385391999995
