ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17
0.099374872876288,0.064613532795568,0.10752372724940801,0.10752372724940801,0.09592617112964799,0.11192770672043201,0.10035537499340799,0.103677364307392,0.103677364307392,0.11562091200044801,0.1109820821488,0.11599912052267201,0.11599912052267201,0.116126720916928,0.09711644065719999,0.10846504713011199,0.11612779792,0.10828886408555201
