ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8
0.055348994580928,0.11363310268,0.09839092222916801,0.09308392316108802,0.111439951024048,0.111439951024048,0.12486271331320001,0.11598727822187199,0.12772762747115202
