ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18
0.0136753299952,0.013619217377968,0.05707748184683201,0.0176007943168,0.011702224917952,0.019272696407728,0.006919260185392,0.011616534113200001,0.007625626309888001,0.0046709694699999995,0.004136419541248,0.0046843892615680005,0.004559927442352001,0.0040293187514080005,0.004005429134272,0.005533685659312,0.008303056427968,0.004136730127792,0.008166941071792
