l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,7.0,7.0,13.0,0.0,0.0,1.0,14.0
7.0,7.0,8.0,13.0,0.0,0.0,2.0,11.0
7.0,7.0,8.0,13.0,1.0,1.0,3.0,0.0
7.0,8.0,8.0,14.0,2.0,2.0,5.0,0.0
1.0,13.0,5.0,15.0,2.0,2.0,6.0,2.0
5.0,13.0,7.0,14.0,2.0,2.0,7.0,3.0
5.0,13.0,7.0,14.0,2.0,2.0,8.0,0.0
7.0,13.0,8.0,17.0,4.0,4.0,15.0,1.0
1.0,13.0,5.0,14.0,9.0,9.0,27.0,0.0
1.0,5.0,2.0,15.0,10.0,10.0,32.0,0.0
1.0,15.0,2.0,18.0,10.0,10.0,33.0,0.0
2.0,15.0,3.0,17.0,10.0,10.0,34.0,0.0
2.0,15.0,3.0,17.0,10.0,10.0,35.0,0.0
5.0,14.0,7.0,15.0,14.0,14.0,40.0,0.0
