ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8
0.23425842957380802,0.22493813197235202,0.141461606203648,0.2292733574512,0.2292733574512,0.23425842957380802,0.219479216220592,0.232914598720432,0.232914598720432
