ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12,ct_13,ct_14,ct_15,ct_16,ct_17,ct_18,ct_19,ct_20,ct_21,ct_22,ct_23,ct_24,ct_25,ct_26,ct_27,ct_28,ct_29,ct_30,ct_31,ct_32,ct_33,ct_34
0.080535567633712,0.0891235693708,0.09169779868,0.093272046272512,0.093272046272512,0.064694688298432,0.08661469666451199,0.097383793398208,0.092255338424752,0.074228962907392,0.093272046272512,0.093272046272512,0.10115449692279999,0.08380302203319999,0.097580275446832,0.096426594935728,0.100175515433008,0.10262989949099201,0.10262989949099201,0.098381246636032,0.102180449987008,0.10050251875,0.09711086279603198,0.091798862736688,0.10262008820320001,0.097325432199088,0.10211290866116801,0.10272183091460799,0.1027853725552,0.1003333351948,0.098873059287472,0.09582517822724801,0.09582517822724801,0.100334872803328,0.100428681627952
