l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
2.0,5.0,6.0,12.0,0.0,0.0,0.0,24.0
4.0,12.0,8.0,13.0,1.0,1.0,5.0,17.0
6.0,11.0,8.0,12.0,3.0,3.0,13.0,16.0
4.0,13.0,5.0,14.0,7.0,7.0,20.0,9.0
4.0,14.0,5.0,16.0,9.0,9.0,24.0,6.0
5.0,13.0,6.0,15.0,10.0,10.0,27.0,8.0
6.0,13.0,7.0,14.0,10.0,10.0,28.0,8.0
1.0,14.0,4.0,15.0,11.0,11.0,31.0,3.0
7.0,13.0,8.0,14.0,11.0,11.0,33.0,6.0
6.0,14.0,7.0,16.0,13.0,13.0,37.0,3.0
7.0,14.0,8.0,17.0,13.0,13.0,38.0,1.0
5.0,15.0,6.0,16.0,15.0,15.0,41.0,1.0
2.0,12.0,3.0,13.0,21.0,21.0,53.0,4.0
2.0,13.0,3.0,14.0,23.0,23.0,55.0,3.0
3.0,12.0,4.0,13.0,23.0,23.0,56.0,3.0
2.0,15.0,4.0,16.0,24.0,24.0,57.0,1.0
2.0,16.0,5.0,17.0,24.0,24.0,59.0,0.0
3.0,13.0,4.0,14.0,24.0,24.0,61.0,2.0
6.0,10.0,7.0,11.0,24.0,24.0,62.0,0.0
