ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8
0.131815872184768,0.0122465008492,0.005202109194928,0.060564539346352,0.008718145371951999,0.0097486063468,0.0097486063468,0.0099393615088,0.012190340588992
