ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9
0.0849910901452,0.04393699542520001,0.079586539960768,0.09515243959403201,0.098749648301488,0.0979644741388,0.093020909230528,0.09907358245676799,0.099148621598512,0.09844796364280001
