l_l_m,l_l_n,u_r_m,u_r_n,n,u,id,hit
1.0,0.0,7.0,4.0,2.0,2.0,4.0,2.0
7.0,0.0,8.0,3.0,2.0,2.0,5.0,2.0
1.0,17.0,7.0,20.0,2.0,2.0,6.0,1.0
7.0,17.0,8.0,20.0,2.0,2.0,7.0,1.0
2.0,5.0,8.0,6.0,3.0,3.0,8.0,1.0
7.0,3.0,8.0,5.0,4.0,4.0,9.0,3.0
2.0,4.0,7.0,5.0,4.0,4.0,10.0,1.0
8.0,0.0,10.0,3.0,6.0,6.0,11.0,1.0
8.0,3.0,10.0,17.0,6.0,6.0,12.0,2.0
8.0,17.0,10.0,20.0,6.0,6.0,13.0,1.0
7.0,3.0,8.0,12.0,6.0,6.0,17.0,0.0
7.0,2.0,8.0,3.0,6.0,6.0,18.0,1.0
6.0,4.0,7.0,6.0,7.0,7.0,19.0,1.0
7.0,5.0,8.0,6.0,7.0,7.0,20.0,1.0
7.0,1.0,8.0,2.0,7.0,7.0,22.0,0.0
