l_l_m,l_l_n,u_r_m,u_r_n,n,u
1.0,13.0,4.0,15.0,5.0,5.0
4.0,13.0,7.0,14.0,5.0,5.0
4.0,13.0,7.0,14.0,5.0,5.0
7.0,8.0,8.0,10.0,5.0,5.0
7.0,12.0,8.0,13.0,5.0,5.0
