ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11,ct_12
0.0354047785612,0.10947932165291199,0.119508681216688,0.121499670835888,0.11966427189764801,0.11957123540780798,0.11893969167999999,0.11741458345719999,0.11741458345719999,0.12180451361171202,0.11976059943520001,0.11245985958443201,0.115324239573952
