ct_0,ct_1,ct_2,ct_3,ct_4,ct_5,ct_6,ct_7,ct_8,ct_9,ct_10,ct_11
0.04033983939755201,0.12322057835320002,0.11839062296780799,0.10730507921080001,0.10730507921080001,0.10658831972243202,0.12304140099179199,0.12498148624479999,0.1253712311692,0.125414378268208,0.12538948506956799,0.12498148624479999
