l_l_m,l_l_n,u_r_m,u_r_n,tile_ind
8.0,0.0,9.0,3.0,0.0
8.0,3.0,9.0,15.0,0.0
8.0,15.0,9.0,18.0,0.0
9.0,0.0,10.0,3.0,1.0
9.0,3.0,10.0,17.0,1.0
9.0,17.0,10.0,20.0,1.0
8.0,19.0,9.0,20.0,2.0
4.0,9.0,5.0,11.0,3.0
4.0,6.0,5.0,8.0,4.0
5.0,5.0,6.0,12.0,5.0
6.0,4.0,7.0,13.0,6.0
7.0,1.0,8.0,3.0,7.0
7.0,3.0,8.0,15.0,7.0
7.0,15.0,8.0,17.0,7.0
