l_l_m,l_l_n,u_r_m,u_r_n,n,u
2.0,4.0,3.0,10.0,3.0,3.0
3.0,4.0,8.0,5.0,3.0,3.0
3.0,4.0,8.0,5.0,3.0,3.0
